,cog,player,name,dob,role,team,join,leave
4061,Russia,Solo,Alexei Berezin,1990-08-07,Support,XX5 Gaming,2015-01-25,2015-03-??
4062,Russia,Solo,Alexei Berezin,1990-08-07,Support,Vega Squadron,2015-04-25,2016-08-04
4063,Russia,Solo,Alexei Berezin,1990-08-07,Support,Virtus.pro,2016-08-04,
4064,China,Maybe,Lu Yao,1995-12-16,Solo Middle,Vici Gaming,2013-01-28,????-??-??
4065,China,Maybe,Lu Yao,1995-12-16,Solo Middle,LGD Gaming,2014-02-19,2014-04-25
4066,China,Maybe,Lu Yao,1995-12-16,Solo Middle,LGD.CDEC,2014-04-25,2014-10-14
4067,China,Maybe,Lu Yao,1995-12-16,Solo Middle,CDEC Gaming,2014-10-14,2015-03-15
4068,China,Maybe,Lu Yao,1995-12-16,Solo Middle,LGD Gaming,2015-03-15,
4069,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,Power Rangers,2014-10-29,2015-03-20
4070,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,Natus Vincere,2015-04-05,2015-10-16
4071,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,Natus Vincere,2015-10-20,2016-11-07
4072,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,Vega Squadron,2016-11-18,2017-03-31
4073,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,DD,2017-04-13,2017-04-13
4074,Russia,SoNNeikO,Akbar Butaev,1997-05-16,Support,Natus Vincere,2017-04-20,
4075,Brazil,Sooths,Pedro Luiz,N/A,Solo Middle,Artyk Gaming,2015-07-25,2015-10-22
4076,Brazil,Sooths,Pedro Luiz,N/A,Solo Middle,T Show,2016-03-26,2016-05-13
4077,Brazil,Sooths,Pedro Luiz,N/A,Solo Middle,Swagenteiger,2016-01-23,2016-08-20
4078,Brazil,Sooths,Pedro Luiz,N/A,Solo Middle,Midas Club Elite,2017-05-03,2017-05-12
4079,Brazil,Sooths,Pedro Luiz,N/A,Solo Middle,STARS,2017-06-01,
4080,USA,Sovereign,Robert Dodge,N/A,Offlaner,Enemy,2016-01-24,2016-06-??
4081,USA,Sovereign,Robert Dodge,N/A,Offlaner,Exodus,2016-06-??,2016-09-??
4082,USA,Sovereign,Robert Dodge,N/A,Offlaner,Rainbows and Sunshine,2016-10-??,2016-11-??
4083,USA,Sovereign,Robert Dodge,N/A,Offlaner,Top5,2017-01-09,2017-??-??
4084,Finland,Spin,Ari Raimi,N/A,N/A,Rat in the dark,2012-??-??,2013-07-17
4085,Finland,Spin,Ari Raimi,N/A,N/A,Team Menace.fi,2013-07-17,2014-01-01
4086,China,Spotty,Yu Wenyuan,N/A,Support,Butter Fly,2014-10-??,2014-12-??
4087,China,Spotty,Yu Wenyuan,N/A,Support,Kefira United,2015-03-??,2015-07-??
4088,China,Spotty,Yu Wenyuan,N/A,Support,FTD club A,2015-10-??,2015-12-??
4089,China,Spotty,Yu Wenyuan,N/A,Support,CDEC Avenger,2015-12-??,2016-03-20
4090,China,Spotty,Yu Wenyuan,N/A,Support,CAVALRY,2016-08-21,2016-11-30
4091,China,Spotty,Yu Wenyuan,N/A,Support,FTD.Future,2017-07-??,
4092,Russia,SQreen,Khaled El,N/A,Support,XX5 Gaming,2012-11-12,2013-01-24
4093,Russia,SQreen,Khaled El,N/A,Support,Can't Describe,2013-08-30,2013-11-01
4094,Russia,SQreen,Khaled El,N/A,Support,sQreen's Squad,2013-12-14,2014-03-21
4095,Russia,SQreen,Khaled El,N/A,Support,The Retry,2014-03-21,2014-05-01
4096,Russia,SQreen,Khaled El,N/A,Support,Moscow Five International,2014-11-11,2015-02-08
4097,Russia,SQreen,Khaled El,N/A,Support,sQreen's Squad,2015-02-09,2015-02-12
4098,Russia,SQreen,Khaled El,N/A,Support,Moscow Five,2015-02-18,2015-03-11
4099,Russia,SQreen,Khaled El,N/A,Support,Vega Squadron,2015-03-19,2015-04-06
4100,Russia,SQreen,Khaled El,N/A,Support,Dota AllStars,2015-05-17,2015-05-26
4101,Russia,SQreen,Khaled El,N/A,Support,Duza Gaming,2015-05-26,2015-06-08
4102,Russia,SQreen,Khaled El,N/A,Support,sQreen's Squad,2015-06-08,2015-09-03
4103,Russia,SQreen,Khaled El,N/A,Support,Walrus Punch!,2015-09-03,2015-09-25
4104,Russia,SQreen,Khaled El,N/A,Support,Big Red Machine,2015-09-25,2015-10-25
4105,Russia,SQreen,Khaled El,N/A,Support,Team Alternate,2015-10-25,2015-10-30
4106,Russia,SQreen,Khaled El,N/A,Support,Walrus Punch!,2015-10-30,2015-11-24
4107,Russia,SQreen,Khaled El,N/A,Support,Elements Pro Gaming,2015-11-24,2016-01-10
4108,Russia,SQreen,Khaled El,N/A,Support,Walrus Punch!,2016-01-25,2016-01-??
4109,Russia,SQreen,Khaled El,N/A,Support,Team Defiance,2016-03-26,2016-04-30
4110,Russia,SQreen,Khaled El,N/A,Support,sQreen's Squad,2016-04-30,2016-09-18
4111,Russia,SQreen,Khaled El,N/A,Support,GO2OLYMP,2016-09-18,2016-10-26
4112,Russia,SQreen,Khaled El,N/A,Support,LQ,2017-??-??,2017-02-03
4113,Russia,SQreen,Khaled El,N/A,Support,Digital Company,2017-02-03,2017-05-23
4114,Russia,SQreen,Khaled El,N/A,Support,Comanche,2017-05-24,2017-07-02
4115,Russia,SQreen,Khaled El,N/A,Support,WarriorsGaming.Unity,2017-08-21, 2017-09-21
4116,China,Srf,Sun Runfa,N/A,Offlaner,Dream Weavers Gaming,2015-10-??,2016-01-31
4117,China,Srf,Sun Runfa,N/A,Offlaner,G.star,2016-04-??,2016-08-??
4118,China,Srf,Sun Runfa,N/A,Offlaner,Vici Gaming Potential,2016-09-15,2017-09-06
4119,China,Srf,Sun Runfa,N/A,Offlaner,iG Vitality,2017-09-06,
4120,Greece,SsaSpartan,Giorgos Giannakopoulos,N/A,Support,XtremeXPC International,2014-05-??,2014-11-08
4121,Greece,SsaSpartan,Giorgos Giannakopoulos,N/A,Support,London Conspiracy,2014-11-08,2015-08-11
4122,Greece,SsaSpartan,Giorgos Giannakopoulos,N/A,Support,No Logic Gaming,2015-09-02,2015-12-04
4123,Greece,SsaSpartan,Giorgos Giannakopoulos,N/A,Support,Ad Finem,2015-12-04,2017-03-06
4124,Greece,SsaSpartan,Giorgos Giannakopoulos,N/A,Support,mousesports,2017-04-07,2017-12-23
4125,China,Xll,Huo Xiaole,N/A,Carry,Vici Gaming Potential,2015-03-14,2015-09-01
4126,China,Xll,Huo Xiaole,N/A,Carry,EHOME.L,2015-09-01,2015-09-04
4127,China,Xll,Huo Xiaole,N/A,Carry,FTD club B,2015-09-04,2016-08-28
4128,China,Xll,Huo Xiaole,N/A,Carry,FTD club C,2016-09-17,2016-12-25
4129,China,Xll,Huo Xiaole,N/A,Carry,White Fries Gaming,2017-03-06,2017-05-24
4130,China,Xll,Huo Xiaole,N/A,Carry,CAVALRY,2017-06-01,
4131,Japan,STABA,Munehito Takekawa,N/A,Support,AffectioN!,2014-06-28,2015-01-05
4132,Japan,STABA,Munehito Takekawa,N/A,Support,DeToNator,2015-01-05,2015-09-02
4133,USA,Stan King,Stanley Yang,N/A,Support,ROOT Gaming,2015-10-15,2015-11-??
4134,USA,Stan King,Stanley Yang,N/A,Support,FDL,2016-04-29,2016-12-24
4135,USA,Stan King,Stanley Yang,N/A,Support,FDL,2017-01-05,2017-01-16
4136,USA,Stan King,Stanley Yang,N/A,Support,is GG,2017-??-??,2017-05-23
4137,USA,Stan King,Stanley Yang,N/A,Support,Team Freedom,2017-05-23,2017-??-??
4138,USA,Stan King,Stanley Yang,N/A,Support,Team NP,2017-07-04,2017-07-20
4139,USA,Stan King,Stanley Yang,N/A,Support,Cloud9,2017-07-20,2017-08-23
4140,USA,Stan King,Stanley Yang,N/A,Support,is GG,2017-08-??,2017-09-06
4141,USA,Stan King,Stanley Yang,N/A,Support,VGJ.Storm,2017-09-06,
4142,Ukraine,State21,Vladislav Galushko,N/A,Solo Middle,ScaryFaceZ,2012-??-??,2013-10-03
4143,Ukraine,State21,Vladislav Galushko,N/A,Solo Middle,ScaryFaceZ,2014-??-??,2016-??-??
4144,Sweden,Steffstyle,Staffan Solin,N/A,Support,Out of Tangos,2012-??-??,2013-03-08
4145,Sweden,Steffstyle,Staffan Solin,N/A,Support,Keita Gaming,2013-03-08,2013-07-??
4146,Sweden,Steffstyle,Staffan Solin,N/A,Support,dargonblaydes,2013-07-??,2013-08-28
4147,Sweden,Steffstyle,Staffan Solin,N/A,Support,Team Property,2013-08-28,2014-04-09
4148,Sweden,Steffstyle,Staffan Solin,N/A,Support,Drakdräpare,2014-04-09,2014-04-11
4149,Sweden,Steffstyle,Staffan Solin,N/A,Support,Monomaniac,2014-04-11,2014-05-20
4150,Sweden,Steffstyle,Staffan Solin,N/A,Support,Team Coast,2014-05-20,2014-09-09
4151,Sweden,Steffstyle,Staffan Solin,N/A,Support,4 Friends + Chrillee,2014-09-09,2015-04-13
4152,Sweden,Steffstyle,Staffan Solin,N/A,Support,Lemondogs,2015-04-13,2015-12-13
4153,Sweden,Steffstyle,Staffan Solin,N/A,Support,COOKISS,2015-12-13,2016-04-26
4154,Sweden,Steffstyle,Staffan Solin,N/A,Support,Team Toast,2016-04-27,2016-07-27
4155,Sweden,Steffstyle,Staffan Solin,N/A,Support,IKEA,2016-09-16,2017-03-09
4156,Sweden,Steffstyle,Staffan Solin,N/A,Support,4 protect five,2017-03-09,2017-03-29
4157,Peru,StingeR,Steven Vargas,1996-12-15,Support,Not Today,2015-03-21,2015-08-29
4158,Peru,StingeR,Steven Vargas,1996-12-15,Support,Sector V,2015-08-29,2015-09-30
4159,Peru,StingeR,Steven Vargas,1996-12-15,Support,Elite Wolves,2015-09-30,2015-11-30
4160,Peru,StingeR,Steven Vargas,1996-12-15,Support,Artyk Gaming,2015-12-06,2015-12-16
4161,Peru,StingeR,Steven Vargas,1996-12-15,Support,Slayers of Gods,2015-12-16,2015-??-??
4162,Peru,StingeR,Steven Vargas,1996-12-15,Support,Infamous,2016-01-??,2017-02-06
4163,Peru,StingeR,Steven Vargas,1996-12-15,Support,Not Today,2017-02-06,2017-03-18
4164,Peru,StingeR,Steven Vargas,1996-12-15,Support,Elite Wolves,2017-03-20,2017-09-05
4165,Peru,StingeR,Steven Vargas,1996-12-15,Support,Infamous,2017-09-05,
4166,Bulgaria,Stomanen1,Nikolay Kalchev,N/A,Support,GPlay,2014-??-??,2015-02-10
4167,Bulgaria,Stomanen1,Nikolay Kalchev,N/A,Support,Basically Unknown,2015-03-14,2015-06-02
4168,Sweden,Strangby,Philip Strängby,N/A,Solo Middle,4 Friends + Chrillee,2012-04-??,2015-04-14
4169,Sweden,Strangby,Philip Strängby,N/A,Solo Middle,BIRAK,2015-08-21,2015-??-??
4170,China,Sugar baby,Li Yajun,1995-03-16,Support,DUOBAO,2015-09-10,2015-12-??
4171,China,Sugar baby,Li Yajun,1995-03-16,Support,EHOME.Luminous,2016-03-31,2016-04-30
4172,China,Sugar baby,Li Yajun,1995-03-16,Support,Avalon Club,2016-05-??,2016-06-??
4173,China,Sugar baby,Li Yajun,1995-03-16,Support,MAX.Y,2016-10-01,2017-02-15
4174,China,Sugar baby,Li Yajun,1995-03-16,Support,Winning Gaming,2017-11-??,
4175,Pakistan,SumaiL,Syed Sumail,1999-02-13,Offlaner,Evil Geniuses,2015-01-05,2016-08-28
4176,Pakistan,SumaiL,Syed Sumail,1999-02-13,Offlaner,Evil Geniuses,2016-09-15,
4177,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,MVP HOT6ix,2013-11-21,2014-??-??
4178,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,LoTem,2014-??-??,2014-10-26
4179,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,MVP HOT6ix,2014-10-26,2015-02-26
4180,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,MVP HOT6ix,2015-04-01,2015-08-30
4181,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,Bathroom Buddies,2015-09-01,2015-09-13
4182,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,Team Mischief,2015-09-13,2015-12-21
4183,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,Team Freedom,2015-12-21,2016-07-03
4184,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,TnC Gaming,2016-08-02,2016-08-13
4185,South Korea,SunBhie,Lee Jeong,N/A,Solo Middle,Team Secret,2017-06-11,
4186,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,CNB e-Sports Club,2009 — 201,
4187,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,paiN Gaming,2010 — 201,
4188,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,CNB e-Sports Club,2014 — 201,
4189,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,paiN Gaming,2015-04-06,2015-04-28
4190,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,INTZ eSports,2015-05-02,2015-06-21
4191,Brazil,Sune,José Freitas,1991-06-16,Solo Middle,Artyk Gaming,2015-08-27,2015-??-??
4192,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,iCCup,2012-12-15,????-??-??
4193,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,The Retry,2014-03-05,2014-04-14
4194,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,AlbumSheet,2014-11-14,2014-12-30
4195,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,Power Rangers,2015-04-27,2015-07-31
4196,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,Vega Squadron,2015-09-01,2015-10-31
4197,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,Prodota Gaming X,2015-10-31,2015-11-22
4198,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,Prodota Gaming,2015-11-22,2016-03-16
4199,Belarus,Sunlight,Kirill Kachinsky,1995-11-25,Solo Middle,LQ,2017-??-??,2017-03-16
4200,China,Super,Xie Junhao,1993-01-04,Solo Middle,Team DK,2011-01-16,2013-08-22
4201,China,Super,Xie Junhao,1993-01-04,Solo Middle,Vici Gaming,2013-09-02,2016-03-20
4202,China,Super,Xie Junhao,1993-01-04,Solo Middle,CDEC Gaming,2016-03-20,2016-08-30
4203,China,Super,Xie Junhao,1993-01-04,Solo Middle,LGD.Forever Young,2016-09-17,
4204,China,Super (Su Peng),Su Peng,1989-10-19,Support,DT^Club,2012-05-25,2013-01-17
4205,China,Super (Su Peng),Su Peng,1989-10-19,Support,Rising Stars,2013-01-17,2013-09-09
4206,China,Super (Su Peng),Su Peng,1989-10-19,Support,DT^Club,2013-09-25,2014-06-28
4207,China,Super (Su Peng),Su Peng,1989-10-19,Support,LAI Gaming,2014-09-02,2015-03-15
4208,China,Super (Su Peng),Su Peng,1989-10-19,Support,Team DK,2015-03-15,2015-04-??
4209,China,Super (Su Peng),Su Peng,1989-10-19,Support,Wings Gaming,2015-04-??,2015-05-30
4210,China,Super (Su Peng),Su Peng,1989-10-19,Support,Invictus Gaming,2015-09-02,2016-03-19
4211,China,Super (Su Peng),Su Peng,1989-10-19,Support,iG Vitality,2016-03-19,
4212,Poland,Supreme,Przemek Jankowski,N/A,Solo Middle,Let's Do It,2014-??-??,2015-03-20
4213,Poland,Supreme,Przemek Jankowski,N/A,Solo Middle,Alternate aTTaX,2015-03-20,2016-08-25
4214,Poland,Supreme,Przemek Jankowski,N/A,Solo Middle,Silesian Earthshakers,2017-??-??,2017-12-09
4215,Poland,Supreme,Przemek Jankowski,N/A,Solo Middle,5FRAGS.ORG,2017-12-09,
4216,USA,SVG,Avery Silverman,N/A,Support,Dark Horse,2015-08-??,2015-09-01
4217,USA,SVG,Avery Silverman,N/A,Support,Cloud9,2015-09-01,2015-11-27
4218,USA,SVG,Avery Silverman,N/A,Support,Shazam,2015-12-06,2016-05-16
4219,USA,SVG,Avery Silverman,N/A,Support,Evil Geniuses,2016-05-16,2016-08-19
4220,USA,SVG,Avery Silverman,N/A,Support,Team NP,2016-09-08,2017-04-06
4221,USA,SVG,Avery Silverman,N/A,Support,Evil Geniuses,2017-05-28,2017-12-19
4222,USA,SVG,Avery Silverman,N/A,Support,Team World,2018-01-05,
4223,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,4 Clover & Lepricon,2015-08-30,2015-10-11
4224,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,Team Defiance,2016-03-26,2016-04-30
4225,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,Elements One,2016-08-02,2016-08-25
4226,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,Elements Pro Gaming,2016-08-25,2017-05-31
4227,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,Planet Dog,2017-06-15,2017-07-20
4228,Serbia,Swiftending,Uroš Gali?,1993-07-01,Carry,HellRaisers,2017-07-20,2017-09-05
4229,India,Swifty,Jeet Kundra,N/A,Solo Middle,Team Elunes,201?-??-??,2016-??-??
4230,India,Swifty,Jeet Kundra,N/A,Solo Middle,Beyond Infinity,2016-04-13,2016-09-08
4231,India,Swifty,Jeet Kundra,N/A,Solo Middle,Entity Gaming,2016-09-08,2017-09-04
4232,India,Swifty,Jeet Kundra,N/A,Solo Middle,ROG TiTans,2016-11-??,
4233,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Erudite,2014-05-01,2014-06-07
4234,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Natit Gaming,2015-02-21,2015-03-18
4235,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,G Guard Esports,2015-03-18,2015-04-02
4236,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Assail,2015-06-23,2016-01-04
4237,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,WarriorsGaming.Unity,2016-01-04,2016-03-31
4238,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Taring,2016-03-22,2016-04-11
4239,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Orange.Taring,2016-04-11,2016-08-31
4240,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Tangerine,2016-09-??,2016-??-??
4241,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,90s Gaming,2016-10-??,2016-??-??
4242,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Geek Fam,2016-11-25,2017-09-21
4243,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,WarriorsGaming.Unity,2017-09-21,2017-10-02
4244,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Fire Dragoon,2017-10-12,2017-11-08 
4245,Malaysia,Syeonix,Byron Young,1998-10-02,Carry,Team Flash,2017-11-30,
4246,China,Sylar,Liu Jiajun,1993-12-20,Carry,LGD.cn,2011-11-20,2013-09-06
4247,China,Sylar,Liu Jiajun,1993-12-20,Carry,RisingStars,2013-09-06,2013-10-31
4248,China,Sylar,Liu Jiajun,1993-12-20,Carry,Vici Gaming,2013-10-31,2014-08-26
4249,China,Sylar,Liu Jiajun,1993-12-20,Carry,LGD.cn,2014-08-26,2016-03-14
4250,China,Sylar,Liu Jiajun,1993-12-20,Carry,Vici Gaming,2016-04-08,2016-09-07
4251,China,Sylar,Liu Jiajun,1993-12-20,Carry,EHOME,2016-09-07,2017-01-01
4252,China,Sylar,Liu Jiajun,1993-12-20,Carry,VGJ.Thunder,2017-09-06,
4253,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,iMprovisation,2008-10-??,2008-11-??
4254,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,wTm-Gaming,2008-11-??,2009-03-??
4255,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,mousesports,2009-02-??,2009-04-20
4256,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Reality,2009-??-??,2009-??-??
4257,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,EnRo Griffins,2009-??-??,2009-??-??
4258,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,The Shit!,2009-12-12,2010-03-06
4259,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Online Kingdom,2010-03-06,2010-10-10
4260,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Shift,2010-??-??,2011-??-??
4261,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Next Evolution,2011-??-??,2011-??-??
4262,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Wild Honey Badgers,2011-11-24,2011-12-05
4263,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Mortal Teamwork,2011-12-05,2013-01-19
4264,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Re-defining Madness,2013-01-19,2013-02-26
4265,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,mousesports,2013-05-01,2013-12-19
4266,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Steak Gaming,2015-12-02,2016-02-29
4267,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,No Diggity,2016-02-29,2016-06-21
4268,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Escape Gaming,2016-06-21,2017-01-06
4269,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,January 25th,2017-01-06,2017-01-25
4270,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Ninjas in Pyjamas,2017-01-25,2017-04-20
4271,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,Crescendo,2017-05-23,2017-07-??
4272,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,No Diggity,2017-09-04,2017-09-24
4273,Denmark,SyndereN,Troels Lyngholt,1989-12-24,Support,MidOrFeed,2017-09-28,2017-11-27
4274,Norway,Taiga,Tommy Le,1999-07-04,Support,SFTe-sports,2017-08-29,2017-10-16
4275,Norway,Taiga,Tommy Le,1999-07-04,Support,No Rats,2017-10-16,2017-11-??
4276,Norway,Taiga,Tommy Le,1999-07-04,Support,Alliance,2017-11-29,
4277,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,Swagenteiger,2014-01-03,2014-03-11
4278,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,CNB e-Sports Club,2014-03-10,2014-08-09
4279,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,Keyd Stars,2014-09-09,2014-11-28
4280,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,paiN Gaming,2014-12-15,2015-12-24
4281,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,T Show,2015-12-24,2016-05-24
4282,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,paiN Gaming,2015-05-25,2016-10-19
4283,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,Kingao+4,2016-10-19,2016-11-13
4284,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,SG e-sports,2016-11-13,2017-08-29
4285,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,T Show,2017-09-25,2017-10-09 
4286,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,T Show,2017-10-09,2017-12-25
4287,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,Midas Club Elite,2017-10-25,2017-11-10
4288,Brazil,Tavo,Otávio Gabriel,1994-12-19,Offlaner,paiN Gaming,2017-11-10,
4289,Canada,TC,Tyler Cook,1992-04-04,Carry,FIRE,2011-??-??,2012-02-16
4290,Canada,TC,Tyler Cook,1992-04-04,Carry,compLexity,2012-02-16,2012-12-07
4291,Canada,TC,Tyler Cook,1992-04-04,Carry,Team Liquid,2012-12-07,2014-10-07
4292,Canada,TC,Tyler Cook,1992-04-04,Carry,Sneaky Nyx Assassins,2014-08-??,2014-12-20
4293,Canada,TC,Tyler Cook,1992-04-04,Carry,FIRE,2014-12-20,2015-01-29
4294,Canada,TC,Tyler Cook,1992-04-04,Carry,Monib Baray,2015-02-25,2015-03-20
4295,Canada,TC,Tyler Cook,1992-04-04,Carry,ROOT Gaming,2015-04-20,2015-??-??
4296,Canada,TC,Tyler Cook,1992-04-04,Carry,Digital Chaos,2015-08-24,2016-02-04
4297,Canada,TC,Tyler Cook,1992-04-04,Carry,Shazam,2016-02-04,2016-09-02
4298,Canada,TC,Tyler Cook,1992-04-04,Carry,FIRE,2017-01-17,2017-05-07
4299,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,TnC Gaming,2015-01-22,2015-08-21
4300,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,TnC Gaming,2015-08-21,2015-10-??
4301,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,TnC Gaming,2015-10-??,2016-06-16
4302,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,Rave,2016-08-01,2016-09-05
4303,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,TnC Gaming,2016-09-05,2016-11-21
4304,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,Geek Fam,2016-11-25,2017-09-05
4305,Philippines,Teehee,John Linuel,1995-11-20,Solo Middle,Entity Gaming,2017-09-05,
4306,Russia,The apathy,Andrey Aleshkov,N/A,Carry,GamersLeague,2013-08-??,201?-??-??
4307,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Micare in tenebris,2014-01-??,2014-10-??
4308,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Vega Squadron,2014-10-??,2014-11-??
4309,Russia,The apathy,Andrey Aleshkov,N/A,Carry,.aSpera.,2014-12-06,2015-09-05
4310,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Team Empire,2015-09-05,2015-10-04
4311,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Revival Gaming,2015-10-28,2016-??-??
4312,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Siberian Valenki,2016-??-??,2016-??-??
4313,Russia,The apathy,Andrey Aleshkov,N/A,Carry,Docler Myrmidons,2016-09-10,2016-11-??
4314,Brazil,Therence,Therence Coelho,1995-01-29,Carry,semXorah,2014-11-15,2015-??-??
4315,Brazil,Therence,Therence Coelho,1995-01-29,Carry,T Show,2015-08-30,2015-11-03
4316,Brazil,Therence,Therence Coelho,1995-01-29,Carry,T Show,2015-12-07,2016-01-16
4317,Brazil,Therence,Therence Coelho,1995-01-29,Carry,T Show,2016-09-16,2017-01-15
4318,Brazil,Therence,Therence Coelho,1995-01-29,Carry,T Show,2017-09-25,
4319,Brazil,Thiolicor,Thiago de,1999-08-10,Support,paiN Gaming,2016-01-23,2016-03-01
4320,Brazil,Thiolicor,Thiago de,1999-08-10,Support,g3nerationX,2016-04-01,2016-09-05
4321,Brazil,Thiolicor,Thiago de,1999-08-10,Support,Keyd Stars,2016-09-05,2016-11-02
4322,Brazil,Thiolicor,Thiago de,1999-08-10,Support,Midas Club Elite,2016-11-02,2017-04-30
4323,Brazil,Thiolicor,Thiago de,1999-08-10,Support,Midas Club Elite,2017-06-20,2017-09-10
4324,Brazil,Thiolicor,Thiago de,1999-08-10,Support,SG e-sports,2017-09-10,
4325,Greece,ThuG,Dimitris Plivouris,N/A,Solo Middle,No Logic Gaming,2015-08-10,2015-08-21
4326,Greece,ThuG,Dimitris Plivouris,N/A,Solo Middle,Golden Boys,2015-11-04,2015-12-04
4327,Greece,ThuG,Dimitris Plivouris,N/A,Solo Middle,Ad Finem,2015-12-04,2017-03-06
4328,Greece,ThuG,Dimitris Plivouris,N/A,Solo Middle,mousesports,2017-04-07,2017-12-23
4329,USA,TidesofTime,Andrew Biessener,1991-12-31,Support,PotM Bottom,2012-??-??,2012-09-22
4330,USA,TidesofTime,Andrew Biessener,1991-12-31,Support,Dignitas,2012-09-22,2013-03-31
